player,runs_scored,balls_faced_total,fours,sixes,balls_faced_legal,matches_played,innings_batted,dismissals,not_outs,batting_average,strike_rate,boundary_runs,boundary_percentage,dot_balls_x,dot_ball_percentage_x,highest_score,fifties,hundreds,runs_conceded,balls_bowled_total,wickets,balls_bowled_legal,matches_bowled,innings_bowled,overs_bowled,bowling_average,bowling_strike_rate,economy_rate,maidens,dot_balls_y,dot_ball_percentage_y,fours_conceded,sixes_conceded,no_balls,wides,best_bowling_wickets,best_bowling_runs,catches,stumpings,run_outs,total_fielding,image_id,image_url
Azmatullah Omarzai,42,34,2,2,33,4,4,4,0,10.5,127.2727273,20,47.61904762,10,30.3030303,17,0,0,194,131,4,126,7,7,21,48.5,31.5,9.238095238,0,52,41.26984127,26,6,0,5,2,0,0,0,0,0,383229,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383200/383229.png"
B Akhil,76,57,5,5,55,11,11,5,6,15.2,138.1818182,50,65.78947368,24,43.63636364,27,0,0,246,193,7,189,13,13,31.3,35.14285714,27,7.80952381,0,60,31.74603175,18,9,0,4,2,0,3,0,1,4,,
B Aparajith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
B Chipli,280,256,28,7,251,21,21,15,6,18.66666667,111.5537849,154,55,105,41.83266932,61,1,0,20,6,0,6,1,1,1,0,0,20,0,1,16.66666667,1,2,0,0,0,0,4,0,0,4,,
B Geeves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,49,2,48,2,2,8,45.5,24,11.375,0,15,31.25,17,1,0,1,1,0,3,0,0,3,,
B Indrajith,21,31,2,0,30,3,3,3,0,7,70,8,38.0952381,17,56.66666667,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,,
B Kumar,306,338,30,3,326,65,65,32,33,9.5625,93.86503067,138,45.09803922,147,45.09202454,27,0,0,5051,4060,195,3922,176,176,653.4,25.9025641,20.11282051,7.72718001,11,1632,41.61142274,512,144,0,138,6,0,27,0,5,32,316658,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316658.png"
B Laughlin,5,13,0,0,13,4,4,2,2,2.5,38.46153846,0,0,8,61.53846154,4,0,0,284,179,10,169,9,9,28.1,28.4,16.9,10.08284024,0,42,24.85207101,26,10,0,10,2,0,1,0,0,1,,
B Lee,124,102,8,8,97,19,19,9,10,13.77777778,127.8350515,80,64.51612903,41,42.26804124,25,0,0,1126,916,30,888,38,38,148,37.53333333,29.6,7.608108108,3,374,42.11711712,123,25,0,28,3,0,8,0,3,11,319688,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319600/319688.png"
B Sai Sudharsan,1034,770,95,32,743,25,25,21,4,49.23809524,139.1655451,572,55.31914894,217,29.20592194,103,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,,
B Stanlake,5,2,1,0,2,1,1,0,1,0,250,4,80,0,0,5,0,0,200,150,7,144,6,6,24,28.57142857,20.57142857,8.333333333,0,64,44.44444444,19,9,0,6,2,0,1,0,0,1,321564,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321564.png"
B Sumanth,35,38,3,0,37,4,4,1,3,35,94.59459459,12,34.28571429,14,37.83783784,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,,
BA Bhatt,6,7,0,1,7,2,2,0,2,0,85.71428571,6,100,6,85.71428571,6,0,0,408,303,13,297,15,15,49.3,31.38461538,22.84615385,8.242424242,0,93,31.31313131,35,13,0,6,4,0,0,0,0,0,,
